230900	七台河	230000	0464	Q
231000	牡丹江	230000	0453	M
231100	黑河	230000	0456	H
231200	绥化	230000	0455	S
232700	大兴安岭	230000	0457	D
310100	上海	310000	021	S
320100	南京	320000	025	N
320200	无锡	320000	0510	W
320300	徐州	320000	0516	X
320400	常州	320000	0519	C
320500	苏州	320000	0512	S
320600	南通	320000	0513	N
320700	连云港	320000	0518	L
320800	淮安	320000	0517	H
320900	盐城	320000	0515	Y
321000	扬州	320000	0514	Y
321100	镇江	320000	0511	Z
321200	泰州	320000	0523	T
321300	宿迁	320000	0527	S
330100	杭州	330000	0571	H
330200	宁波	330000	0574	N
330300	温州	330000	0577	W
330400	嘉兴	330000	0573	J
330500	湖州	330000	0572	H
330600	绍兴	330000	0575	S
330700	金华	330000	0579	J
330800	衢州	330000	0570	Z
330900	舟山	330000	0580	Z
331000	台州	330000	0576	T
331100	丽水	330000	0578	L
340100	合肥	340000	0551	H
340200	芜湖	340000	0553	W
340300	蚌埠	340000	0552	B
340400	淮南	340000	0554	H
340500	马鞍山	340000	0555	M
340600	淮北	340000	0561	H
340700	铜陵	340000	0562	T
340800	安庆	340000	0556	A
341000	黄山	340000	0559	H
341100	滁州	340000	0550	C
341200	阜阳	340000	0558	F
341300	宿州	340000	0557	S
341400	巢湖	340000	0565	C
341500	六安	340000	0564	L
341600	亳州	340000	0558	Z
341700	池州	340000	0566	C
341800	宣城	340000	0563	X
350100	福州	350000	0591	F
350200	厦门	350000	0592	X
350300	莆田	350000	0594	P
350400	三明	350000	0598	S
350500	泉州	350000	0595	Q
350600	漳州	350000	0596	Z
350700	南平	350000	0599	N
350800	龙岩	350000	0597	L
350900	宁德	350000	0593	N
360100	南昌	360000	0791	N
360200	景德镇	360000	0798	J
360300	萍乡	360000	0799	P
360400	九江	360000	0792	J
360500	新余	360000	0790	X
360600	鹰潭	360000	0701	Y
360700	赣州	360000	0797	G
360800	吉安	360000	0796	J
360900	宜春	360000	0795	Y
361000	抚州	360000	0794	F
361100	上饶	360000	0793	S
370100	济南	370000	0531	J
370200	青岛	370000	0532	Q
370300	淄博	370000	0533	Z
370400	枣庄	370000	0632	Z
370500	东营	370000	0546	D
370600	烟台	370000	0535	Y
370700	潍坊	370000	0536	W
370800	济宁	370000	0537	J
370900	泰安	370000	0538	T
371000	威海	370000	0631	W
371100	日照	370000	0633	R
371200	莱芜	370000	0634	L
371300	临沂	370000	0539	L
371400	德州	370000	0534	D
371500	聊城	370000	0635	L
371600	滨州	370000	0543	B
371700	菏泽	370000	0530	H
410100	郑州	410000	0371	Z
410200	开封	410000	0378	K
410300	洛阳	410000	0379	L
410400	平顶山	410000	0375	P
410500	安阳	410000	0372	A
410600	鹤壁	410000	0392	H
410700	新乡	410000	0373	X
410800	焦作	410000	0391	J
410900	濮阳	410000	0393	Y
411000	许昌	410000	0374	X
411100	漯河	410000	0395	H
411200	三门峡	410000	0398	S
411300	南阳	410000	0377	N
411400	商丘	410000	0370	S
411500	信阳	410000	0376	X
411600	周口	410000	0394	Z
411700	驻马店	410000	0396	Z
420100	武汉	420000	027	W
420200	黄石	420000	0714	H
420300	十堰	420000	0719	S
420500	宜昌	420000	0717	Y
420600	襄樊	420000	0710	X
420700	鄂州	420000	0711	E
420800	荆门	420000	0724	J
420900	孝感	420000	0712	X
421000	荆州	420000	0716	J
421100	黄冈	420000	0713	H
421200	咸宁	420000	0715	X
421300	随州	420000	0722	S
422800	恩施	420000	0718	E
430100	长沙	430000	0731	C
430200	株洲	430000	0733	Z
430300	湘潭	430000	0732	X
430400	衡阳	430000	0734	H
430500	邵阳	430000	0739	S
430600	岳阳	430000	0730	Y
430700	常德	430000	0736	C
430800	张家界	430000	0744	Z
430900	益阳	430000	0737	Y
431000	郴州	430000	0735	C
431100	永州	430000	0746	Y
431200	怀化	430000	0745	H
431300	娄底	430000	0738	L
433100	湘西	430000	0743	X
440100	广州	440000	020	G
440200	韶关	440000	0751	S
440300	深圳	440000	0755	S
440400	珠海	440000	0756	Z
440500	汕头	440000	0754	S
440600	佛山	440000	0757	F
440700	江门	440000	0750	J
440800	湛江	440000	0759	Z
440900	茂名	440000	0668	M
441200	肇庆	440000	0758	Z
441300	惠州	440000	0752	H
441400	梅州	440000	0753	M
441500	汕尾	440000	0660	S
441600	河源	440000	0762	H
441700	阳江	440000	0662	Y
441800	清远	440000	0763	Q
441900	东莞	440000	0769	D
442000	中山	440000	0760	Z
445100	潮州	440000	0768	C
445200	揭阳	440000	0663	J
445300	云浮	440000	0766	Y
450100	南宁	450000	0771	N
450200	柳州	450000	0772	L
450300	桂林	450000	0773	G
450400	梧州	450000	0774	W
450500	北海	450000	0779	B
450600	防城港	450000	0770	F
450700	钦州	450000	0777	Q
450800	贵港	450000	0775	G
450900	玉林	450000	0775	Y
451000	百色	450000	0776	B
451100	贺州	450000	0774	H
451200	河池	450000	0778	H
451300	来宾	450000	0772	L
451400	崇左	450000	0771	C
460100	海口	460000	0898	H
460200	三亚	460000	0898	S
500300	重庆	500000	023	C
510100	成都	510000	028	C
510300	自贡	510000	0813	Z
510400	攀枝花	510000	0812	P
510500	泸州	510000	0830	Z
510600	德阳	510000	0838	D
510700	绵阳	510000	0816	M
510800	广元	510000	0839	G
510900	遂宁	510000	0825	S
511000	内江	510000	0832	N
511100	乐山	510000	0833	L
511300	南充	510000	0817	N
511400	眉山	510000	0833	M
511500	宜宾	510000	0831	Y
511600	广安	510000	0826	G
511700	达州	510000	0818	D
511800	雅安	510000	0835	Y
511900	巴中	510000	0827	B
512000	资阳	510000	0832	Z
513200	阿坝	510000	0837	A
513300	甘孜	510000	0836	G
513400	凉山	510000	0834	L
520100	贵阳	520000	0851	G
520200	六盘水	520000	0858	L
520300	遵义	520000	0852	Z
520400	安顺	520000	0853	A
522200	铜仁	520000	0856	T
522300	黔西南	520000	0859	Q
522400	毕节	520000	0857	B
522600	黔东南	520000	0855	Q
522700	黔南	520000	0854	Q
530100	昆明	530000	0871	K
530300	曲靖	530000	0874	Q
530400	玉溪	530000	0877	Y
530500	保山	530000	0875	B
530600	昭通	530000	0870	Z
530700	丽江	530000	0888	L
530800	思茅	530000	0879	S
530900	临沧	530000	0883	L
532300	楚雄	530000	0878	C
532500	红河	530000	0873	H
532600	文山	530000	0876	W
532800	西双版纳	530000	0691	X
532900	大理	530000	0872	D
533100	德宏	530000	0692	D
533300	怒江	530000	0886	N
533400	迪庆	530000	0887	D
540100	拉萨	540000	0891	L
542100	昌都	540000	0895	C
542200	山南	540000	0893	S
542300	日喀则	540000	0892	R
542400	那曲	540000	0896	N
542500	阿里	540000	0897	A
542600	林芝	540000	0894	L
610100	西安	610000	029	X
610200	铜川	610000	0919	T
610300	宝鸡	610000	0917	B
610400	咸阳	610000	029	X
610500	渭南	610000	0913	W
610600	延安	610000	0911	Y
610700	汉中	610000	0916	H
610800	榆林	610000	0912	Y
610900	安康	610000	0915	A
611000	商洛	610000	0914	S
620100	兰州	620000	0931	L
620200	嘉峪关	620000	0937	J
620300	金昌	620000	0935	J
620400	白银	620000	0943	B
620500	天水	620000	0938	T
620600	武威	620000	0935	W
620700	张掖	620000	0936	Z
620800	平凉	620000	0933	P
620900	酒泉	620000	0937	J
621000	庆阳	620000	0934	Q
621100	定西	620000	0932	D
621200	陇南	620000	0939	L
622900	临夏	620000	0930	L
623000	甘南	620000	0941	G
630100	西宁	630000	0971	X
632100	海东	630000	0972	H
632200	海北	630000	0970	H
632300	黄南	630000	0973	H
632500	海南	630000	0974	H
632600	果洛	630000	0975	G
632700	玉树	630000	0976	Y
632800	海西	630000	0979	H
640100	银川	640000	0951	Y
640200	石嘴山	640000	0952	S
640300	吴忠	640000	0953	W
640400	固原	640000	0954	G
640500	中卫	640000	0955	Z
650100	乌鲁木齐	650000	0991	W
650200	克拉玛依	650000	0990	K
652100	吐鲁番	650000	0995	T
652200	哈密	650000	0902	H
652300	昌吉	650000	0994	C
652700	博尔塔拉	650000	0909	B
652800	巴音郭楞	650000	0996	B
652900	阿克苏	650000	0997	A
653000	克孜	650000	0908	K
653100	喀什	650000	0998	K
653200	和田	650000	0903	H
654000	伊犁	650000	0999	Y
654200	塔城	650000	0901	T
654300	阿勒泰	650000	0906	A
